dataset,split_type,split_num,model,SP,metric
lipo,spectra_tanimoto,0.45_0,LinReg,0.45,1.40360401590729
lipo,spectra_tanimoto,0.45_1,KRR,0.45,0.904577211482065
lipo,spectra_tanimoto,0.45_1,LinReg,0.45,0.902081112314465
lipo,spectra_tanimoto,0.45_2,KRR,0.45,1.22072101910222
lipo,spectra_tanimoto,0.45_2,LinReg,0.45,1.22525855786499
lipo,spectra_tanimoto,0.50_0,KRR,0.50,1.32317287376599
lipo,spectra_tanimoto,0.50_0,LinReg,0.50,1.30091868625556
lipo,spectra_tanimoto,0.50_1,KRR,0.50,1.29079477038421
lipo,spectra_tanimoto,0.50_1,LinReg,0.50,1.26888436865042
lipo,spectra_tanimoto,0.50_2,KRR,0.50,1.12413934514851
lipo,spectra_tanimoto,0.50_2,LinReg,0.50,1.09043335328629
lipo,spectra_tanimoto,0.55_0,KRR,0.55,1.05566228153264
lipo,spectra_tanimoto,0.55_0,LinReg,0.55,1.0531691797525
lipo,spectra_tanimoto,0.55_1,KRR,0.55,1.39255703521343
lipo,spectra_tanimoto,0.55_1,LinReg,0.55,1.38569074402804
lipo,spectra_tanimoto,0.55_2,KRR,0.55,1.11544236368124
lipo,spectra_tanimoto,0.55_2,LinReg,0.55,1.08294842734836
lipo,spectra_tanimoto,0.60_0,KRR,0.60,1.37704849734319
lipo,spectra_tanimoto,0.60_0,LinReg,0.60,1.41911381631941
lipo,spectra_tanimoto,0.60_1,KRR,0.60,1.4059422707244
lipo,spectra_tanimoto,0.60_1,LinReg,0.60,1.32273808442942
lipo,spectra_tanimoto,0.60_2,KRR,0.60,0.838578707049164
lipo,spectra_tanimoto,0.60_2,LinReg,0.60,0.861216674246383
lipo,spectra_tanimoto,0.65_0,KRR,0.65,1.19204157199399
lipo,spectra_tanimoto,0.65_0,LinReg,0.65,1.20909696317203
lipo,spectra_tanimoto,0.65_1,KRR,0.65,1.09352084627874
lipo,spectra_tanimoto,0.65_1,LinReg,0.65,1.11056833114428
lipo,spectra_tanimoto,0.65_2,KRR,0.65,1.59808040542941
lipo,spectra_tanimoto,0.65_2,LinReg,0.65,1.58460539663304
lipo,spectra_tanimoto,0.70_1,KRR,0.70,1.30579958329644
lipo,spectra_tanimoto,0.70_1,LinReg,0.70,1.21116279196563
lipo,spectra_tanimoto,0.70_2,KRR,0.70,1.24419495418297
lipo,spectra_tanimoto,0.70_2,LinReg,0.70,1.24794361715782
lipo,random,1,KRR,NA,1.00947623960279
lipo,random,1,LinReg,NA,1.20569719545481
lipo,random,2,KRR,NA,1.04800753145262
lipo,random,2,LinReg,NA,1.23646089374207
lipo,random,3,KRR,NA,0.996466961072696
lipo,random,3,LinReg,NA,1.18241115237731
lipo,random,4,KRR,NA,1.00659941973878
lipo,random,4,LinReg,NA,1.20577312252909
lipo,random,5,KRR,NA,1.05698363600937
lipo,random,5,LinReg,NA,1.21722182904179
lipo,scaffold,1,KRR,NA,1.09258944534488
lipo,scaffold,1,LinReg,NA,1.24289122064359
lipo,scaffold,2,KRR,NA,1.11495469354799
lipo,scaffold,2,LinReg,NA,1.29052414385421
lipo,scaffold,3,KRR,NA,1.08491513532044
lipo,scaffold,3,LinReg,NA,1.25384029541029
lipo,scaffold,4,KRR,NA,1.00118906493019
lipo,scaffold,4,LinReg,NA,1.14047503430213
lipo,scaffold,5,KRR,NA,1.01649972235668
lipo,scaffold,5,LinReg,NA,1.174534130058
lipo,umap,1,KRR,NA,0.945911270769942
lipo,umap,1,LinReg,NA,1.10668045507855
lipo,umap,2,KRR,NA,1.04251622663428
lipo,umap,2,LinReg,NA,1.15931452050957
lipo,umap,3,KRR,NA,0.827291339651723
lipo,umap,3,LinReg,NA,0.971841304113194
lipo,umap,4,KRR,NA,1.33554690062445
lipo,umap,4,LinReg,NA,1.39195320049261
lipo,umap,5,KRR,NA,1.15227742246086
lipo,umap,5,LinReg,NA,1.23728985740659
sider,spectra_tanimoto,0.00_0,LogReg,0.00,0.636128219001837
sider,spectra_tanimoto,0.00_0,RF,0.00,0.658780678148405
sider,spectra_tanimoto,0.00_0,XGB,0.00,0.625784918254482
sider,spectra_tanimoto,0.00_0,SVM,0.00,0.634002661815509
sider,spectra_tanimoto,0.00_1,LogReg,0.00,0.607955248242288
sider,spectra_tanimoto,0.00_1,RF,0.00,0.658839887211262
sider,spectra_tanimoto,0.00_1,XGB,0.00,0.64144187766103
sider,spectra_tanimoto,0.00_1,SVM,0.00,0.617565885459222
sider,spectra_tanimoto,0.00_2,LogReg,0.00,0.622452161277507
sider,spectra_tanimoto,0.00_2,RF,0.00,0.666990366955359
sider,spectra_tanimoto,0.00_2,XGB,0.00,0.637881890991909
sider,spectra_tanimoto,0.00_2,SVM,0.00,0.641208545370394
sider,spectra_tanimoto,0.05_0,LogReg,0.05,0.630951367140581
sider,spectra_tanimoto,0.05_0,RF,0.05,0.634562668596847
sider,spectra_tanimoto,0.05_0,XGB,0.05,0.625241266278217
sider,spectra_tanimoto,0.05_0,SVM,0.05,0.628066451440595
sider,spectra_tanimoto,0.05_1,LogReg,0.05,0.606592933586355
sider,spectra_tanimoto,0.05_1,RF,0.05,0.62519386497673
sider,spectra_tanimoto,0.05_1,XGB,0.05,0.615955690488209
sider,spectra_tanimoto,0.05_1,SVM,0.05,0.628507093457422
sider,spectra_tanimoto,0.05_2,LogReg,0.05,0.596475291666199
sider,spectra_tanimoto,0.05_2,RF,0.05,0.623577637045069
sider,spectra_tanimoto,0.05_2,XGB,0.05,0.605994766801402
sider,spectra_tanimoto,0.05_2,SVM,0.05,0.62405722538211
sider,spectra_tanimoto,0.10_0,LogReg,0.10,0.566707187961293
sider,spectra_tanimoto,0.10_0,RF,0.10,0.579297030110313
sider,spectra_tanimoto,0.10_0,XGB,0.10,0.580588837009746
sider,spectra_tanimoto,0.10_0,SVM,0.10,0.562302236297762
sider,spectra_tanimoto,0.10_1,LogReg,0.10,NA
sider,spectra_tanimoto,0.10_1,RF,0.10,NA
sider,spectra_tanimoto,0.10_1,XGB,0.10,NA
sider,spectra_tanimoto,0.10_1,SVM,0.10,NA
sider,spectra_tanimoto,0.10_2,LogReg,0.10,0.603829953032432
sider,spectra_tanimoto,0.10_2,RF,0.10,0.609755825986461
sider,spectra_tanimoto,0.10_2,XGB,0.10,0.623300621701602
sider,spectra_tanimoto,0.10_2,SVM,0.10,0.596702477928108
sider,spectra_tanimoto,0.15_0,LogReg,0.15,0.636341507526726
sider,spectra_tanimoto,0.15_0,RF,0.15,0.629749511377511
sider,spectra_tanimoto,0.15_0,XGB,0.15,0.611251158339482
sider,spectra_tanimoto,0.15_0,SVM,0.15,0.599449480130689
sider,spectra_tanimoto,0.15_1,LogReg,0.15,NA
sider,spectra_tanimoto,0.15_1,RF,0.15,NA
sider,spectra_tanimoto,0.15_1,XGB,0.15,NA
sider,spectra_tanimoto,0.15_1,SVM,0.15,NA
sider,spectra_tanimoto,0.15_2,LogReg,0.15,0.616158194854158
sider,spectra_tanimoto,0.15_2,RF,0.15,0.60159772629168
sider,spectra_tanimoto,0.15_2,XGB,0.15,0.615342951694505
sider,spectra_tanimoto,0.15_2,SVM,0.15,0.600543287807632
sider,spectra_tanimoto,0.20_0,LogReg,0.20,0.586190039274608
sider,spectra_tanimoto,0.20_0,RF,0.20,0.587205423362014
sider,spectra_tanimoto,0.20_0,XGB,0.20,0.579127674409763
sider,spectra_tanimoto,0.20_0,SVM,0.20,0.581218675482691
sider,spectra_tanimoto,0.20_1,LogReg,0.20,NA
sider,spectra_tanimoto,0.20_1,RF,0.20,NA
sider,spectra_tanimoto,0.20_1,XGB,0.20,NA
sider,spectra_tanimoto,0.20_1,SVM,0.20,NA
sider,spectra_tanimoto,0.20_2,LogReg,0.20,NA
sider,spectra_tanimoto,0.20_2,RF,0.20,NA
sider,spectra_tanimoto,0.20_2,XGB,0.20,NA
sider,spectra_tanimoto,0.20_2,SVM,0.20,NA
sider,spectra_tanimoto,0.25_0,LogReg,0.25,0.587658822881841
sider,spectra_tanimoto,0.25_0,RF,0.25,0.595482592562448
sider,spectra_tanimoto,0.25_0,XGB,0.25,0.582185460271098
sider,spectra_tanimoto,0.25_0,SVM,0.25,0.564467692439709
sider,spectra_tanimoto,0.25_1,LogReg,0.25,NA
sider,spectra_tanimoto,0.25_1,RF,0.25,NA
sider,spectra_tanimoto,0.25_1,XGB,0.25,NA
sider,spectra_tanimoto,0.25_1,SVM,0.25,NA
sider,spectra_tanimoto,0.25_2,LogReg,0.25,NA
sider,spectra_tanimoto,0.25_2,RF,0.25,NA
sider,spectra_tanimoto,0.25_2,XGB,0.25,NA
sider,spectra_tanimoto,0.25_2,SVM,0.25,NA
sider,spectra_tanimoto,0.35_2,LogReg,0.35,NA
sider,spectra_tanimoto,0.35_2,RF,0.35,NA
sider,spectra_tanimoto,0.35_2,XGB,0.35,NA
sider,spectra_tanimoto,0.35_2,SVM,0.35,NA
sider,spectra_tanimoto,0.40_2,LogReg,0.40,NA
sider,spectra_tanimoto,0.40_2,RF,0.40,NA
sider,spectra_tanimoto,0.40_2,XGB,0.40,NA
sider,spectra_tanimoto,0.40_2,SVM,0.40,NA
sider,spectra_tanimoto,0.50_1,LogReg,0.50,NA
sider,spectra_tanimoto,0.50_1,RF,0.50,NA
sider,spectra_tanimoto,0.50_1,XGB,0.50,NA
sider,spectra_tanimoto,0.50_1,SVM,0.50,NA
sider,spectra_tanimoto,0.50_2,LogReg,0.50,NA
sider,spectra_tanimoto,0.50_2,RF,0.50,NA
sider,spectra_tanimoto,0.50_2,XGB,0.50,NA
sider,spectra_tanimoto,0.50_2,SVM,0.50,NA
sider,spectra_tanimoto,0.55_1,LogReg,0.55,NA
sider,spectra_tanimoto,0.55_1,RF,0.55,NA
sider,spectra_tanimoto,0.55_1,XGB,0.55,NA
sider,spectra_tanimoto,0.55_1,SVM,0.55,NA
sider,random,1,LogReg,NA,0.628207149705442
sider,random,1,RF,NA,0.670106789311938
sider,random,1,XGB,NA,0.635130515143357
sider,random,1,SVM,NA,0.639464806525192
sider,random,2,LogReg,NA,0.644099062791777
sider,random,2,RF,NA,0.652000400546901
sider,random,2,XGB,NA,0.648750799406553
sider,random,2,SVM,NA,0.642052422043774
sider,random,3,LogReg,NA,0.610467681308016
sider,random,3,RF,NA,0.647939501810785
sider,random,3,XGB,NA,0.630625451912433
sider,random,3,SVM,NA,0.629359627038598
sider,random,4,LogReg,NA,0.6117616625293
sider,random,4,RF,NA,0.661520492866852
sider,random,4,XGB,NA,0.6316585358874
sider,random,4,SVM,NA,0.631875217557766
sider,random,5,LogReg,NA,0.613013775649259
sider,random,5,RF,NA,0.643505393436763
sider,random,5,XGB,NA,0.63339353504447
sider,random,5,SVM,NA,0.625654749674109
sider,scaffold,1,LogReg,NA,0.566751428648096
sider,scaffold,1,RF,NA,0.590778910018898
sider,scaffold,1,XGB,NA,0.575956052728163
sider,scaffold,1,SVM,NA,0.5910596093275
sider,scaffold,2,LogReg,NA,0.580962264363205
sider,scaffold,2,RF,NA,0.625431448972974
sider,scaffold,2,XGB,NA,0.609554711142139
sider,scaffold,2,SVM,NA,0.611452096112944
sider,scaffold,3,LogReg,NA,0.597371632418215
sider,scaffold,3,RF,NA,0.62879621234212
sider,scaffold,3,XGB,NA,0.607569371728738
sider,scaffold,3,SVM,NA,0.606803631829781
sider,scaffold,4,LogReg,NA,0.600176096560799
sider,scaffold,4,RF,NA,0.616461574939049
sider,scaffold,4,XGB,NA,0.580732758927679
sider,scaffold,4,SVM,NA,0.615889336075828
sider,scaffold,5,LogReg,NA,0.613514584119302
sider,scaffold,5,RF,NA,0.647559659959636
sider,scaffold,5,XGB,NA,0.63406943890816
sider,scaffold,5,SVM,NA,0.64783000459048
sider,umap,1,LogReg,NA,0.558288179918817
sider,umap,1,RF,NA,0.561965445693355
sider,umap,1,XGB,NA,0.582348882095271
sider,umap,1,SVM,NA,0.56620333747247
sider,umap,2,LogReg,NA,0.530010856962431
sider,umap,2,RF,NA,0.567813798822992
sider,umap,2,XGB,NA,0.551325606636029
sider,umap,2,SVM,NA,0.561709673055066
sider,umap,3,LogReg,NA,0.542392803568509
sider,umap,3,RF,NA,0.555620996843878
sider,umap,3,XGB,NA,0.548849677104698
sider,umap,3,SVM,NA,0.549660253399323
sider,umap,4,LogReg,NA,0.546468590978692
sider,umap,4,RF,NA,0.565093084079298
sider,umap,4,XGB,NA,0.568057139006141
sider,umap,4,SVM,NA,0.552935179158054
sider,umap,5,LogReg,NA,0.572662374710666
sider,umap,5,RF,NA,0.573121754563354
sider,umap,5,XGB,NA,0.573761483410922
sider,umap,5,SVM,NA,0.538365643858795
tox21,spectra_tanimoto,0.00_0,LogReg,0.00,0.76750381939399
tox21,spectra_tanimoto,0.00_0,RF,0.00,0.81671556811094
tox21,spectra_tanimoto,0.00_0,XGB,0.00,0.786226217050128
tox21,spectra_tanimoto,0.00_0,SVM,0.00,0.79819570848763
tox21,spectra_tanimoto,0.00_1,LogReg,0.00,0.788677531964261
tox21,spectra_tanimoto,0.00_1,RF,0.00,0.826864982971611
tox21,spectra_tanimoto,0.00_1,XGB,0.00,0.798821400777696
tox21,spectra_tanimoto,0.00_1,SVM,0.00,0.823836667627763
tox21,spectra_tanimoto,0.00_2,LogReg,0.00,0.793565392686324
tox21,spectra_tanimoto,0.00_2,RF,0.00,0.825959628238548
tox21,spectra_tanimoto,0.00_2,XGB,0.00,0.795542933486128
tox21,spectra_tanimoto,0.00_2,SVM,0.00,0.826751098162302
tox21,spectra_tanimoto,0.05_0,LogReg,0.05,0.686348470922213
tox21,spectra_tanimoto,0.05_0,RF,0.05,0.699592843084591
tox21,spectra_tanimoto,0.05_0,XGB,0.05,0.688046443614711
tox21,spectra_tanimoto,0.05_0,SVM,0.05,0.726147679578172
tox21,spectra_tanimoto,0.05_1,LogReg,0.05,0.744104589782199
tox21,spectra_tanimoto,0.05_1,RF,0.05,0.7740848914535
tox21,spectra_tanimoto,0.05_1,XGB,0.05,0.760359214097927
tox21,spectra_tanimoto,0.05_1,SVM,0.05,0.786866073876013
tox21,spectra_tanimoto,0.05_2,LogReg,0.05,0.758862876242221
tox21,spectra_tanimoto,0.05_2,RF,0.05,0.761023840531943
tox21,spectra_tanimoto,0.05_2,XGB,0.05,0.754224948122558
tox21,spectra_tanimoto,0.05_2,SVM,0.05,0.784774246559384
tox21,spectra_tanimoto,0.10_0,LogReg,0.10,0.675006824359388
tox21,spectra_tanimoto,0.10_0,RF,0.10,0.663971988437313
tox21,spectra_tanimoto,0.10_0,XGB,0.10,0.622086948000803
tox21,spectra_tanimoto,0.10_0,SVM,0.10,0.681871503232815
tox21,spectra_tanimoto,0.10_1,LogReg,0.10,0.752416080130403
tox21,spectra_tanimoto,0.10_1,RF,0.10,0.749811393020189
tox21,spectra_tanimoto,0.10_1,XGB,0.10,0.704487378612953
tox21,spectra_tanimoto,0.10_1,SVM,0.10,0.772269818292335
tox21,spectra_tanimoto,0.10_2,LogReg,0.10,0.671404074248139
tox21,spectra_tanimoto,0.10_2,RF,0.10,0.677396351839457
tox21,spectra_tanimoto,0.10_2,XGB,0.10,0.671627645883686
tox21,spectra_tanimoto,0.10_2,SVM,0.10,0.69879354908573
tox21,spectra_tanimoto,0.15_0,LogReg,0.15,NA
tox21,spectra_tanimoto,0.15_0,RF,0.15,NA
tox21,spectra_tanimoto,0.15_0,XGB,0.15,NA
tox21,spectra_tanimoto,0.15_0,SVM,0.15,NA
tox21,spectra_tanimoto,0.15_1,LogReg,0.15,0.729531761291388
tox21,spectra_tanimoto,0.15_1,RF,0.15,0.698908011565763
tox21,spectra_tanimoto,0.15_1,XGB,0.15,0.630414102599497
tox21,spectra_tanimoto,0.15_1,SVM,0.15,0.739585628146203
tox21,spectra_tanimoto,0.15_2,LogReg,0.15,0.603014815660256
tox21,spectra_tanimoto,0.15_2,RF,0.15,0.600943589084966
tox21,spectra_tanimoto,0.15_2,XGB,0.15,0.609996431675653
tox21,spectra_tanimoto,0.15_2,SVM,0.15,0.667139932660385
tox21,spectra_tanimoto,0.20_0,LogReg,0.20,0.689790619540972
tox21,spectra_tanimoto,0.20_0,RF,0.20,0.659741049584219
tox21,spectra_tanimoto,0.20_0,XGB,0.20,0.636037491723373
tox21,spectra_tanimoto,0.20_0,SVM,0.20,0.661775249467427
tox21,spectra_tanimoto,0.20_1,LogReg,0.20,0.559459394375552
tox21,spectra_tanimoto,0.20_1,RF,0.20,0.556638201378687
tox21,spectra_tanimoto,0.20_1,XGB,0.20,0.573729030173671
tox21,spectra_tanimoto,0.20_1,SVM,0.20,0.539910713999669
tox21,spectra_tanimoto,0.20_2,LogReg,0.20,0.642994781407978
tox21,spectra_tanimoto,0.20_2,RF,0.20,0.596752478009544
tox21,spectra_tanimoto,0.20_2,XGB,0.20,0.557384421565192
tox21,spectra_tanimoto,0.20_2,SVM,0.20,0.673552776262257
tox21,spectra_tanimoto,0.25_0,LogReg,0.25,0.579840866597148
tox21,spectra_tanimoto,0.25_0,RF,0.25,0.600779342803905
tox21,spectra_tanimoto,0.25_0,XGB,0.25,0.571708182014553
tox21,spectra_tanimoto,0.25_0,SVM,0.25,0.566021074642311
tox21,spectra_tanimoto,0.25_1,LogReg,0.25,0.651393963780543
tox21,spectra_tanimoto,0.25_1,RF,0.25,0.615698018061929
tox21,spectra_tanimoto,0.25_1,XGB,0.25,0.539725665443302
tox21,spectra_tanimoto,0.25_1,SVM,0.25,0.671207692606361
tox21,spectra_tanimoto,0.25_2,LogReg,0.25,NA
tox21,spectra_tanimoto,0.25_2,RF,0.25,NA
tox21,spectra_tanimoto,0.25_2,XGB,0.25,NA
tox21,spectra_tanimoto,0.25_2,SVM,0.25,NA
tox21,spectra_tanimoto,0.30_0,LogReg,0.30,NA
tox21,spectra_tanimoto,0.30_0,RF,0.30,NA
tox21,spectra_tanimoto,0.30_0,XGB,0.30,NA
tox21,spectra_tanimoto,0.30_0,SVM,0.30,NA
tox21,spectra_tanimoto,0.30_1,LogReg,0.30,NA
tox21,spectra_tanimoto,0.30_1,RF,0.30,NA
tox21,spectra_tanimoto,0.30_1,XGB,0.30,NA
tox21,spectra_tanimoto,0.30_1,SVM,0.30,NA
tox21,spectra_tanimoto,0.30_2,LogReg,0.30,NA
tox21,spectra_tanimoto,0.30_2,RF,0.30,NA
tox21,spectra_tanimoto,0.30_2,XGB,0.30,NA
tox21,spectra_tanimoto,0.30_2,SVM,0.30,NA
tox21,spectra_tanimoto,0.35_0,LogReg,0.35,NA
tox21,spectra_tanimoto,0.35_0,RF,0.35,NA
tox21,spectra_tanimoto,0.35_0,XGB,0.35,NA
tox21,spectra_tanimoto,0.35_0,SVM,0.35,NA
tox21,spectra_tanimoto,0.35_1,LogReg,0.35,NA
tox21,spectra_tanimoto,0.35_1,RF,0.35,NA
tox21,spectra_tanimoto,0.35_1,XGB,0.35,NA
tox21,spectra_tanimoto,0.35_1,SVM,0.35,NA
tox21,spectra_tanimoto,0.35_2,LogReg,0.35,NA
tox21,spectra_tanimoto,0.35_2,RF,0.35,NA
tox21,spectra_tanimoto,0.35_2,XGB,0.35,NA
tox21,spectra_tanimoto,0.35_2,SVM,0.35,NA
tox21,spectra_tanimoto,0.40_0,LogReg,0.40,0.600285809869143
tox21,spectra_tanimoto,0.40_0,RF,0.40,0.506884550102941
tox21,spectra_tanimoto,0.40_0,XGB,0.40,0.566863368113368
tox21,spectra_tanimoto,0.40_0,SVM,0.40,0.379036803979333
tox21,spectra_tanimoto,0.40_1,LogReg,0.40,NA
tox21,spectra_tanimoto,0.40_1,RF,0.40,NA
tox21,spectra_tanimoto,0.40_1,XGB,0.40,NA
tox21,spectra_tanimoto,0.40_1,SVM,0.40,NA
tox21,spectra_tanimoto,0.40_2,LogReg,0.40,NA
tox21,spectra_tanimoto,0.40_2,RF,0.40,NA
tox21,spectra_tanimoto,0.40_2,XGB,0.40,NA
tox21,spectra_tanimoto,0.40_2,SVM,0.40,NA
tox21,spectra_tanimoto,0.45_0,LogReg,0.45,NA
tox21,spectra_tanimoto,0.45_0,RF,0.45,NA
tox21,spectra_tanimoto,0.45_0,XGB,0.45,NA
tox21,spectra_tanimoto,0.45_0,SVM,0.45,NA
tox21,spectra_tanimoto,0.45_1,LogReg,0.45,NA
tox21,spectra_tanimoto,0.45_1,RF,0.45,NA
tox21,spectra_tanimoto,0.45_1,XGB,0.45,NA
tox21,spectra_tanimoto,0.45_1,SVM,0.45,NA
tox21,spectra_tanimoto,0.45_2,LogReg,0.45,NA
tox21,spectra_tanimoto,0.45_2,RF,0.45,NA
tox21,spectra_tanimoto,0.45_2,XGB,0.45,NA
tox21,spectra_tanimoto,0.45_2,SVM,0.45,NA
tox21,spectra_tanimoto,0.50_0,LogReg,0.50,NA
tox21,spectra_tanimoto,0.50_0,RF,0.50,NA
tox21,spectra_tanimoto,0.50_0,XGB,0.50,NA
tox21,spectra_tanimoto,0.50_0,SVM,0.50,NA
tox21,spectra_tanimoto,0.50_2,LogReg,0.50,NA
tox21,spectra_tanimoto,0.50_2,RF,0.50,NA
tox21,spectra_tanimoto,0.50_2,XGB,0.50,NA
tox21,spectra_tanimoto,0.50_2,SVM,0.50,NA
tox21,spectra_tanimoto,0.55_0,LogReg,0.55,NA
tox21,spectra_tanimoto,0.55_0,RF,0.55,NA
tox21,spectra_tanimoto,0.55_0,XGB,0.55,NA
tox21,spectra_tanimoto,0.55_0,SVM,0.55,NA
tox21,spectra_tanimoto,0.60_0,LogReg,0.60,NA
tox21,spectra_tanimoto,0.60_0,RF,0.60,NA
tox21,spectra_tanimoto,0.60_0,XGB,0.60,NA
tox21,spectra_tanimoto,0.60_0,SVM,0.60,NA
tox21,spectra_tanimoto,0.65_1,LogReg,0.65,NA
tox21,spectra_tanimoto,0.65_1,RF,0.65,NA
tox21,spectra_tanimoto,0.65_1,XGB,0.65,NA
tox21,spectra_tanimoto,0.65_1,SVM,0.65,NA
tox21,spectra_tanimoto,0.70_1,LogReg,0.70,NA
tox21,spectra_tanimoto,0.70_1,RF,0.70,NA
tox21,spectra_tanimoto,0.70_1,XGB,0.70,NA
tox21,spectra_tanimoto,0.70_1,SVM,0.70,NA
tox21,spectra_tanimoto,0.80_1,LogReg,0.80,NA
tox21,spectra_tanimoto,0.80_1,RF,0.80,NA
tox21,spectra_tanimoto,0.80_1,XGB,0.80,NA
tox21,spectra_tanimoto,0.80_1,SVM,0.80,NA
tox21,spectra_tanimoto,0.80_2,LogReg,0.80,NA
tox21,spectra_tanimoto,0.80_2,RF,0.80,NA
tox21,spectra_tanimoto,0.80_2,XGB,0.80,NA
tox21,spectra_tanimoto,0.80_2,SVM,0.80,NA
tox21,spectra_tanimoto,0.85_0,LogReg,0.85,NA
tox21,spectra_tanimoto,0.85_0,RF,0.85,NA
tox21,spectra_tanimoto,0.85_0,XGB,0.85,NA
tox21,spectra_tanimoto,0.85_0,SVM,0.85,NA
tox21,random,1,LogReg,NA,0.780920096830232
tox21,random,1,RF,NA,0.799908143681283
tox21,random,1,XGB,NA,0.796542909415395
tox21,random,1,SVM,NA,0.792148366600374
tox21,random,2,LogReg,NA,0.789583069989378
tox21,random,2,RF,NA,0.826505390723029
tox21,random,2,XGB,NA,0.795265570518246
tox21,random,2,SVM,NA,0.828606317915021
tox21,random,3,LogReg,NA,0.786338062567322
tox21,random,3,RF,NA,0.80732753448564
tox21,random,3,XGB,NA,0.788835850597451
tox21,random,3,SVM,NA,0.816378011721026
tox21,random,4,LogReg,NA,0.786365127655572
tox21,random,4,RF,NA,0.805185126554953
tox21,random,4,XGB,NA,0.780601222968319
tox21,random,4,SVM,NA,0.811127217695363
tox21,random,5,LogReg,NA,0.77404230054003
tox21,random,5,RF,NA,0.810549243581449
tox21,random,5,XGB,NA,0.783825022808462
tox21,random,5,SVM,NA,0.811286363338961
tox21,scaffold,1,LogReg,NA,0.709746853584356
tox21,scaffold,1,RF,NA,0.753731988928654
tox21,scaffold,1,XGB,NA,0.723584554758305
tox21,scaffold,1,SVM,NA,0.762058523717691
tox21,scaffold,2,LogReg,NA,0.740678077174133
tox21,scaffold,2,RF,NA,0.74957498361024
tox21,scaffold,2,XGB,NA,0.738736072338193
tox21,scaffold,2,SVM,NA,0.758522168629148
tox21,scaffold,3,LogReg,NA,0.73592401856395
tox21,scaffold,3,RF,NA,0.761678728563613
tox21,scaffold,3,XGB,NA,0.741522565430577
tox21,scaffold,3,SVM,NA,0.776619326260038
tox21,scaffold,4,LogReg,NA,0.751870346243126
tox21,scaffold,4,RF,NA,0.766508803931291
tox21,scaffold,4,XGB,NA,0.757374482360237
tox21,scaffold,4,SVM,NA,0.783614963424697
tox21,scaffold,5,LogReg,NA,0.741309965340407
tox21,scaffold,5,RF,NA,0.763734990507792
tox21,scaffold,5,XGB,NA,0.756901444187443
tox21,scaffold,5,SVM,NA,0.769982024982998
tox21,umap,1,LogReg,NA,0.659424963257103
tox21,umap,1,RF,NA,0.69899245497251
tox21,umap,1,XGB,NA,0.656945033963157
tox21,umap,1,SVM,NA,0.700889538854985
tox21,umap,2,LogReg,NA,0.658791682317825
tox21,umap,2,RF,NA,0.686299609753975
tox21,umap,2,XGB,NA,0.669060625690319
tox21,umap,2,SVM,NA,0.694546023198765
tox21,umap,3,LogReg,NA,0.645068950754254
tox21,umap,3,RF,NA,0.637290686514537
tox21,umap,3,XGB,NA,0.655493949047559
tox21,umap,3,SVM,NA,0.66122411776938
tox21,umap,4,LogReg,NA,0.644957409621656
tox21,umap,4,RF,NA,0.665362403091466
tox21,umap,4,XGB,NA,0.659053061711377
tox21,umap,4,SVM,NA,0.668849748831182
tox21,umap,5,LogReg,NA,0.660138679144872
tox21,umap,5,RF,NA,0.670791209877441
tox21,umap,5,XGB,NA,0.671693392989583
tox21,umap,5,SVM,NA,0.685093640785945
bace,random,1_ensemble1,chemprop,NA,0.761497855
bace,random,2_ensemble1,chemprop,NA,0.7814
bace,random,3_ensemble1,chemprop,NA,0.771429837
bace,random,4_ensemble1,chemprop,NA,0.752013266
bace,random,5_ensemble1,chemprop,NA,0.762840033
bace,random,1_ensemble2,chemprop,NA,0.764808536
bace,random,2_ensemble2,chemprop,NA,0.76968503
bace,random,3_ensemble2,chemprop,NA,0.78055656
bace,random,4_ensemble2,chemprop,NA,0.76266104
bace,random,5_ensemble2,chemprop,NA,0.726691127
bace,random,1_ensemble3,chemprop,NA,0.771250963
bace,random,2_ensemble3,chemprop,NA,0.748523653
bace,random,3_ensemble3,chemprop,NA,0.785612047
bace,random,4_ensemble3,chemprop,NA,0.756845057
bace,random,5_ensemble3,chemprop,NA,0.767403364
bace,random,1_ensemble4,chemprop,NA,0.743915439
bace,random,2_ensemble4,chemprop,NA,0.778230131
bace,random,3_ensemble4,chemprop,NA,0.760558
bace,random,4_ensemble4,chemprop,NA,0.793262
bace,random,5_ensemble4,chemprop,NA,0.745302379
bace,random,1_ensemble5,chemprop,NA,0.758455634
bace,random,2_ensemble5,chemprop,NA,0.784404039
bace,random,3_ensemble5,chemprop,NA,0.785791039
bace,random,4_ensemble5,chemprop,NA,0.757851645
bace,random,5_ensemble5,chemprop,NA,0.76610589
bace,scaffold,1_ensemble1,chemprop,NA,0.88031530380249
bace,scaffold,2_ensemble1,chemprop,NA,0.865836501121521
bace,scaffold,3_ensemble1,chemprop,NA,0.848398387432098
bace,scaffold,4_ensemble1,chemprop,NA,0.879562020301819
bace,scaffold,5_ensemble1,chemprop,NA,0.858775556087494
bace,scaffold,1_ensemble2,chemprop,NA,0.844819784164429
bace,scaffold,2_ensemble2,chemprop,NA,0.869016110897064
bace,scaffold,3_ensemble2,chemprop,NA,0.807607650756836
bace,scaffold,4_ensemble2,chemprop,NA,0.862180709838867
bace,scaffold,5_ensemble2,chemprop,NA,0.85342401266098
